TGEAPCET-2024 LAST RANK STATEMENT FIRST PHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inst
 Code",Institute Name,Place,"Dist 
Code",Co Education,College Type,Year of Estab,Branch Code,Branch Name,"OC 
BOYS","OC 
GIRLS","BC_A 
BOYS","BC_A 
GIRLS","BC_B 
BOYS","BC_B 
GIRLS","BC_C 
BOYS","BC_C 
GIRLS","BC_D 
BOYS","BC_D 
GIRLS","BC_E 
BOYS","BC_E 
GIRLS","SC 
BOYS","SC 
GIRLS","ST 
BOYS","ST 
GIRLS","EWS 
GEN OU","EWS 
GIRLS OU",Tuition Fee,Affiliated To
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,COED,PVT,2005,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),20149,20149,49849,49849,28613,29498,71302,93132,29106,29106,67274,67274,76441,76441,93043,95160,21141,21141,120000,JNTUH
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,COED,PVT,2005,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),18581,18581,48077,48077,27053,27053,33329,89322,25899,26169,52974,52974,70783,70783,87704,103411,19764,19764,120000,JNTUH
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,COED,PVT,2005,CSE,COMPUTER SCIENCE AND ENGINEERING,14575,14780,36589,37018,22329,22329,60980,60980,21865,21865,45192,48059,55401,55401,68487,80683,17435,17634,120000,JNTUH
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,COED,PVT,2005,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),17184,17184,39332,39332,24501,24501,17184,130165,23960,24256,56964,58299,65013,65013,79702,86533,19049,19049,120000,JNTUH
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,COED,PVT,2005,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,22616,22616,53326,65349,36250,37767,22616,22616,31245,31245,70126,70126,84782,84782,94830,123971,28544,30078,120000,JNTUH
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,COED,PVT,2005,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,34790,41222,97285,97285,61554,61554,34790,41222,54657,67773,127260,161159,123989,128248,125927,165216,61625,61625,120000,JNTUH
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,COED,PVT,2005,MEC,MECHANICAL ENGINEERING,33861,54752,126196,126196,96921,110492,117482,117482,65438,65438,33861,107850,156805,177615,153075,157215,83678,83678,120000,JNTUH
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),CHILKUR,RR,COED,PVT,2006,CIV,CIVIL ENGINEERING,109466,112294,134844,158335,116393,137226,109466,112294,129215,129215,155947,155947,175359,179411,173827,179284,130060,130060,70000,JNTUH
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),CHILKUR,RR,COED,PVT,2006,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),71687,71687,137806,137806,87993,93729,71687,71687,87557,92542,76451,103155,161820,166131,156065,172858,88337,89382,70000,JNTUH
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),CHILKUR,RR,COED,PVT,2006,CSE,COMPUTER SCIENCE AND ENGINEERING,52938,52938,100667,132172,82656,91604,106911,106911,79217,79217,101357,101357,144276,144276,135398,135398,83932,83932,70000,JNTUH
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),CHILKUR,RR,COED,PVT,2006,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),55309,65420,112143,138763,87247,89700,55309,65420,78087,78087,77137,77137,164407,164407,150068,150068,84662,84829,70000,JNTUH
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),CHILKUR,RR,COED,PVT,2006,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,19495,61229,146015,146015,102291,102291,19495,61229,83714,83714,130711,130711,160678,170441,120148,120148,88520,94313,70000,JNTUH
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),CHILKUR,RR,COED,PVT,2006,MEC,MECHANICAL ENGINEERING,93245,93245,174610,174610,163718,163718,93245,93245,154202,154202,156316,156316,174402,174402,154801,177240,126950,126950,70000,JNTUH
GLWC,GOKARAJU LAILAVATHI WOMENS ENGINEERING COLLEGE,BACHUPALLY,MDL,GIRLS,PVT,2021,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,22432,NA,57816,NA,34254,NA,66452,NA,35984,NA,63824,NA,92525,NA,123850,NA,26539,70000,OU
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,1999,CIV,CIVIL ENGINEERING,73600,75069,139316,150774,117009,117580,73600,75069,105790,109843,150785,153547,155008,169408,157189,157189,126276,129363,120000,JNTUH
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,1999,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),23428,23428,53356,53356,34631,38718,123547,123547,29566,31344,66850,72555,73357,73357,83704,116932,26131,26131,120000,JNTUH
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,1999,CSE,COMPUTER SCIENCE AND ENGINEERING,18559,18559,41719,42957,26635,26635,82581,82581,23845,24549,52209,52209,57540,57540,58023,71607,21078,21078,120000,JNTUH
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,1999,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),22226,22226,52641,52641,33700,33700,22226,22226,28242,28242,58452,66437,71923,78504,86433,100622,25442,25442,120000,JNTUH
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,1999,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,28168,31994,79584,85889,45715,47813,46791,46791,46669,46669,80129,85804,105745,105745,103624,110755,37170,39153,120000,JNTUH
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,1999,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,41191,41191,142085,143059,83816,83816,72756,72756,70422,72352,133618,133759,159842,162057,126865,126865,77405,77405,120000,JNTUH
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,1999,INF,INFORMATION TECHNOLOGY,28267,28267,76537,76537,41810,44199,28267,28267,38190,38272,74183,85675,97307,97307,113385,132343,30410,31437,120000,JNTUH
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,1999,MEC,MECHANICAL ENGINEERING,72761,107781,110399,133919,91966,144334,72761,160910,106573,154304,146542,146542,133701,166726,166023,167699,94891,124249,120000,JNTUH
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,GIRLS,PVT,1997,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),NA,7460,NA,19144,NA,10668,NA,16345,NA,9726,NA,19090,NA,36314,NA,51937,NA,7893,100000,JNTUH
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,GIRLS,PVT,1997,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,5507,NA,15139,NA,8338,NA,22652,NA,7618,NA,15422,NA,28759,NA,39330,NA,6596,100000,JNTUH
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,GIRLS,PVT,1997,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),NA,6307,NA,16939,NA,9216,NA,17655,NA,8158,NA,13864,NA,31719,NA,46594,NA,7352,100000,JNTUH
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,GIRLS,PVT,1997,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,11048,NA,30774,NA,15676,NA,45659,NA,16612,NA,36982,NA,49738,NA,65949,NA,11780,100000,JNTUH
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,GIRLS,PVT,1997,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,27497,NA,60218,NA,45568,NA,40051,NA,39229,NA,53648,NA,100137,NA,100890,NA,32723,100000,JNTUH
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,GIRLS,PVT,1997,ETM,ELECTRONICS AND TELEMATICS,NA,24268,NA,87848,NA,36468,NA,43867,NA,34082,NA,63430,NA,129111,NA,149974,NA,29535,100000,JNTUH
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,GIRLS,PVT,1997,INF,INFORMATION TECHNOLOGY,NA,8355,NA,22813,NA,11619,NA,28156,NA,11248,NA,20017,NA,43468,NA,61549,NA,9001,100000,JNTUH
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1997,CIV,CIVIL ENGINEERING,35928,35928,66935,66935,53025,53025,35928,35928,42859,75457,43515,43515,72657,72657,86619,109828,47057,69384,130000,JNTUH
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1997,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,5939,7601,18735,18735,8498,8498,23717,23717,8259,9098,9973,20471,28602,32609,35665,36735,6205,8511,130000,JNTUH
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1997,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),5223,6216,13261,15831,7375,8594,27020,27020,7876,8204,11107,13934,23580,26470,27744,32684,5798,6684,130000,JNTUH
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1997,CSE,COMPUTER SCIENCE AND ENGINEERING,3915,4376,10020,14089,5215,6319,8275,8275,5763,5931,7689,12610,18295,19526,21697,28656,4298,5119,130000,JNTUH
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1997,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),4414,5122,10785,10785,6195,7335,4414,26275,6669,7301,9600,14145,20587,20931,24280,34458,4858,5837,130000,JNTUH
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1997,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,6372,8211,19066,19066,9524,11488,24865,24865,10524,10524,24574,27987,32445,34268,31749,43776,7886,9093,130000,JNTUH
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1997,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,14922,17733,31479,31479,22330,22330,14922,17733,25439,29692,14922,17733,60127,60127,48430,48430,14922,20028,130000,JNTUH
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1997,MEC,MECHANICAL ENGINEERING,29066,29066,68803,68803,34213,92894,29066,29066,29066,64021,74632,74632,75981,103459,86247,127365,42180,42180,130000,JNTUH
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CIV,CIVIL ENGINEERING,61045,94564,145305,157805,107574,107574,61045,94564,101629,118602,153892,153892,161746,175505,160496,160496,137852,137852,120000,JNTUH
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),33152,35355,65027,91069,45225,48566,125607,162596,44637,44637,71192,85471,98715,98715,99031,134056,38832,38872,120000,JNTUH
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),28382,31267,68126,70789,42948,43414,28382,31267,41643,43887,40016,53125,88363,94701,96202,129869,34149,34494,120000,JNTUH
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,24734,24933,50543,50543,36342,36623,91128,127941,32744,34420,63077,77691,68731,68731,70224,77762,30533,31867,120000,JNTUH
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),25989,26374,57914,62969,39510,39510,126222,126222,35964,37978,63134,63134,79931,83518,82255,113411,31401,32857,120000,JNTUH
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),42692,42692,83577,83577,56291,64245,59094,59094,56800,59162,88039,88039,128740,133138,155816,165350,48526,51888,120000,JNTUH
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,44737,44947,107822,112925,62638,62638,59770,62202,59754,59754,100729,152076,135336,135336,129305,164951,54584,54584,120000,JNTUH
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,65503,76645,155104,155104,104173,104173,65503,76645,103073,103073,122813,126339,158186,169542,131404,176245,99529,99529,120000,JNTUH
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,INF,INFORMATION TECHNOLOGY,37266,37266,89094,89094,51569,51569,43469,43469,49180,51670,90346,94419,115369,115369,122846,167606,40357,40357,120000,JNTUH
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,73505,98218,161416,161416,130944,158287,73505,118187,114324,116772,91860,98218,165806,179699,159802,180409,102608,132764,120000,JNTUH
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2001,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),38061,38061,82184,82184,52743,53597,121800,121800,50825,53665,84317,96252,114715,136067,139021,167310,42155,42155,90000,JNTUH
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,29779,29779,74295,74295,40434,40434,29779,29779,39778,39778,62043,63525,95647,95647,116146,165217,35312,35312,90000,JNTUH
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2001,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),34228,34228,82083,82083,47987,47987,104491,104491,49587,49587,76216,106091,109940,109940,149031,168621,39069,39069,90000,JNTUH
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,36366,36366,94149,119969,53418,55672,36366,36366,52667,52667,113283,113283,145104,145104,154769,173109,47438,49282,90000,JNTUH
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,58547,58547,58547,104882,91361,91361,103063,103063,102962,104898,58547,91792,131526,131526,165427,179816,79717,93670,90000,JNTUH
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,43127,43127,159892,159892,119872,119872,93261,112047,79895,93347,43127,43127,157448,165473,178057,178057,96893,129471,90000,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,2001,CIV,CIVIL ENGINEERING,112239,145748,163767,163767,154855,154855,112239,145748,133700,145748,112239,145748,169110,174648,179394,180000,112239,145748,66000,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,2001,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),59977,59977,125339,136809,96013,96013,144491,144491,87599,99820,141005,145925,165398,168380,169624,176814,77829,77829,66000,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,52288,52288,92796,99787,76472,76472,75104,75104,75037,75037,117380,123825,137290,144996,137564,170591,74033,74033,66000,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,2001,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),61418,61418,133432,139038,93562,98788,71786,71786,89704,94433,140325,142273,165285,167752,171543,175668,82665,83814,66000,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,2001,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),77937,77937,143095,143095,119284,119284,77937,77937,108648,108648,132475,155731,169179,175822,174153,174586,95918,97082,66000,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,66061,76797,139411,152824,98986,98986,66061,106495,90574,106312,142540,161763,166997,170041,169323,178312,96482,96482,66000,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,103279,103279,134342,134342,103279,103279,103279,103279,116603,130392,107515,107515,170532,178474,175413,175414,136736,144144,66000,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,106933,108570,158205,158205,144147,144147,106933,108570,106933,145706,106933,108570,178856,178856,180291,180291,106933,108570,66000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,ANE,AERONAUTICAL ENGINEERING,18122,18122,35318,48278,23390,25669,18122,85521,28194,28194,44748,44748,39416,39416,62441,62441,24156,30728,101000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,CIV,CIVIL ENGINEERING,50633,54651,107008,153044,67921,67921,50633,54651,79999,79999,50633,115115,135083,165256,98624,98624,84688,84688,101000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),14223,14422,33420,33420,18731,20405,14223,14422,18802,21204,38623,38623,51606,51606,46060,60926,15058,15058,101000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,CSE,COMPUTER SCIENCE AND ENGINEERING,11936,11936,30752,30941,18058,18058,54415,72046,17328,18096,32959,37509,51208,51208,53111,65826,13734,13734,101000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),13527,13527,32353,33141,20145,20145,72806,72806,18375,20180,37397,44191,55701,58220,63375,72179,14135,14135,101000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,19849,19849,51412,51412,30368,30368,19849,79321,27970,27970,45044,78186,71574,71574,62165,104224,21462,21462,101000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,36411,36411,79008,143533,46399,46399,36411,36411,41100,51839,36411,36411,88902,94620,99040,138859,50645,50645,101000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,INF,INFORMATION TECHNOLOGY,16467,16467,43682,43682,22357,22357,64028,64028,24317,24317,46651,47155,65663,65663,74602,105662,17211,17335,101000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,MEC,MECHANICAL ENGINEERING,49801,49801,99109,99109,75545,135001,49801,49801,60013,75228,100531,100531,103677,169515,118699,118699,70067,70067,101000,JNTUH
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,COED,PVT,2001,CIV,CIVIL ENGINEERING,134378,134378,134378,134378,134378,134378,134378,134378,134378,134378,134378,134378,134378,134378,134378,134378,134378,134378,62000,JNTUH
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,68292,68292,151528,151528,92964,92964,68292,68292,99656,99656,103052,153788,162485,162485,177649,177649,128239,128239,62000,JNTUH
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,COED,PVT,2001,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),74493,84031,163351,163351,108851,108851,74493,84031,102423,102423,122568,136575,170410,178288,179436,180190,131693,140002,62000,JNTUH
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,90980,90980,160219,160219,152513,152513,90980,133151,128976,128976,148965,157407,179408,179408,177500,178411,155067,156116,62000,JNTUH
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,32217,91113,32217,91113,164376,164376,32217,91113,157200,157200,157167,157167,175142,175142,32217,91113,32217,157087,62000,JNTUH
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,128042,128319,128042,128319,128042,128319,128042,128319,128042,128319,128042,128319,128042,128319,128042,128319,128042,128319,62000,JNTUH
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2007,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,49121,49121,49121,124926,71990,75490,49121,49121,60612,60612,49121,49121,132405,166395,152954,152954,50439,50439,95000,JNTUH
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2007,CIV,CIVIL ENGINEERING,65708,79023,140094,140094,122969,152348,65708,79023,114385,133063,142652,142652,171271,177640,166035,166035,152415,154087,95000,JNTUH
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2007,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),39053,39053,87347,126173,67551,79173,39053,39053,53553,58736,115032,115032,136120,136120,138274,165786,54366,54366,95000,JNTUH
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2007,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),51459,51459,107804,135044,70461,77724,51459,65752,65010,65010,118652,118652,143999,164986,151583,166200,54283,56793,95000,JNTUH
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2007,CSE,COMPUTER SCIENCE AND ENGINEERING,39810,39810,68642,81681,56188,64370,52183,52183,51846,51846,85688,109521,109455,109487,120963,161069,45543,45543,95000,JNTUH
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2007,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),44925,45856,98123,107713,66232,71895,126567,126567,63218,69137,110064,147471,137453,159683,153352,175901,50223,55494,95000,JNTUH
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2007,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),58630,58630,127633,127633,82023,86454,58630,58630,65778,86378,58630,58630,165758,167059,164490,172734,61553,66782,95000,JNTUH
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2007,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,48765,54936,117253,117253,68034,82594,48765,61023,70855,74388,151174,151174,144091,144091,135978,170407,56659,64377,95000,JNTUH
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,45958,45958,102461,102461,67350,69119,45958,45958,56582,58193,48640,103050,138727,138727,139715,171348,53628,53628,115000,JNTUH
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CIV,CIVIL ENGINEERING,71869,98148,71869,125837,120815,140868,71869,98148,105334,130573,114631,114631,162163,168003,169354,169354,143837,148531,115000,JNTUH
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),43584,45814,108449,125315,60854,71501,43584,45814,60701,66840,96178,139996,114185,129290,143878,170399,51328,51435,115000,JNTUH
